opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo,player_id,piano_id,src,seg_label,spirio_label,uid
non,89,4864,3,4193,2091,1579,32,463.017313,0.0965073529411765,32.0,0,D#4,pp+,9,144,63,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4864
nof,89,4865,1,4194,2092,,0,463.0893129999999,0,,,,,,144,51,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4865
nof,89,4866,1,4195,2092,,0,463.0893129999999,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4866
nof,89,4867,3,4196,2093,,32,463.113313,0,,,,,,144,63,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4867
non,89,4868,3,4197,2093,1580,53,463.113313,0.0965073529411765,32.0,0,E3,pp+,9,144,52,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4868
non,89,4869,1,4198,2094,1581,64,463.16431299999994,0.294117647058824,16.0,0,G#3,p+,12,144,56,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4869
ped,89,4870,0,4199,2094,,64,463.16431299999994,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,4870
nof,89,4871,3,4200,2095,,53,463.210313,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4871
non,89,4872,3,4201,2095,1582,74,463.210313,0.101102941176471,32.0,0,F3,pp+,9,144,53,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4872
nof,89,4873,3,4202,2096,,74,463.31131299999987,0,,,,,,144,53,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4873
non,89,4874,3,4203,2096,1583,96,463.31131299999987,0.0965073529411765,32.0,0,E3,pp+,9,144,52,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4874
nof,89,4875,3,4204,2097,,96,463.4073129999999,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4875
non,89,4876,3,4205,2097,1584,117,463.4073129999999,0.0965073529411765,32.0,0,F3,p-,10,144,53,10,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4876
nof,89,4877,1,4206,2098,,64,463.45831300000003,0,,,,,,144,56,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4877
non,89,4878,1,4207,2098,1585,128,463.45831300000003,0.588235294117647,8.0,0,A1,mp,14,144,33,14,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4878
nof,89,4879,3,4208,2099,,117,463.50431299999985,0,,,,,,144,53,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4879
non,89,4880,3,4209,2099,1586,138,463.50431299999985,0.101102941176471,32.0,0,E3,p-,10,144,52,10,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4880
nof,89,4881,3,4210,2100,,138,463.60531299999997,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4881
non,89,4882,3,4211,2100,1587,160,463.60531299999997,0.147058823529412,32.0,1,F3,p-,10,144,53,10,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4882
nof,89,4883,3,4212,2101,,160,463.7523129999999,0,,,,,,144,53,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4883
non,89,4884,3,4213,2101,1588,192,463.7523129999999,0.147058823529412,32.0,1,E3,p-,10,144,52,10,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4884
nof,89,4885,3,4214,2102,,192,463.89931300000006,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4885
non,89,4886,3,4215,2102,1589,224,463.89931300000006,0.147058823529412,32.0,1,G2,p,11,144,43,11,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4886
nof,89,4887,1,4216,2103,,128,464.046313,0,,,,,,144,33,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4887
nof,89,4888,3,4217,2103,,224,464.046313,0,,,,,,144,43,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4888
non,89,4889,3,4218,2103,1590,256,464.046313,0.0965073529411765,32.0,0,D#5,p,11,144,75,11,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4889
nof,89,4890,3,4219,2104,,256,464.143313,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4890
non,89,4891,3,4220,2104,1591,277,464.143313,0.0965073529411765,32.0,0,E3,p,11,144,52,11,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4891
nof,89,4892,3,4221,2105,,277,464.239313,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4892
non,89,4893,3,4222,2105,1592,298,464.239313,0.101102941176471,32.0,0,B2,p+,12,144,47,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4893
nof,89,4894,3,4223,2106,,298,464.34031299999987,0,,,,,,144,47,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4894
non,89,4895,3,4224,2106,1593,320,464.34031299999987,0.147058823529412,32.0,1,D#5,p+,12,144,75,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4895
nof,89,4896,3,4225,2107,,320,464.48731300000003,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4896
non,89,4897,3,4226,2107,1594,352,464.48731300000003,0.0965073529411765,32.0,0,B2,p+,12,144,47,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4897
nof,89,4898,3,4227,2108,,352,464.584313,0,,,,,,144,47,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4898
non,89,4899,3,4228,2108,1595,373,464.584313,0.147058823529412,32.0,1,F4,p+,12,144,65,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4899
nof,89,4900,3,4229,2109,,373,464.73131299999994,0,,,,,,144,65,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4900
non,89,4901,3,4230,2109,1596,405,464.73131299999994,0.147058823529412,32.0,1,E3,mp-,13,144,52,13,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4901
nof,89,4902,3,4231,2110,,405,464.8783129999999,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4902
non,89,4903,3,4232,2110,1597,437,464.8783129999999,0.147058823529412,32.0,1,G1,mp-,13,144,31,13,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4903
nof,89,4904,3,4233,2111,,437,465.02531300000004,0,,,,,,144,31,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4904
non,89,4905,3,4234,2111,1598,469,465.02531300000004,0.0965073529411765,32.0,0,D#6,mp,14,144,87,14,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4905
nof,89,4906,3,4235,2112,,469,465.12131300000004,0,,,,,,144,87,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4906
non,89,4907,3,4236,2112,1599,490,465.12131300000004,0.101102941176471,32.0,0,E2,mp,14,144,40,14,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4907
nof,89,4908,3,4237,2113,,490,465.2233129999999,0,,,,,,144,40,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4908
non,89,4909,3,4238,2113,1600,512,465.2233129999999,1.17647058823529,4.0,0,B1,mp,14,144,35,14,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4909
non,89,4910,1,4239,2114,1601,576,465.517313,0.294117647058824,16.0,0,D4,ff,22,144,62,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4910
non,89,4911,1,4240,2114,1601,576,465.517313,0.294117647058824,16.0,0,C6,ff,22,144,84,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4911
nof,89,4912,1,4241,2115,,576,465.81131299999987,0,,,,,,144,62,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4912
nof,89,4913,1,4242,2115,,576,465.81131299999987,0,,,,,,144,84,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4913
non,89,4914,1,4243,2115,1602,640,465.81131299999987,0.441176470588235,16.0,1,D4,ff,22,144,62,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4914
non,89,4915,1,4244,2115,1602,640,465.81131299999987,0.294117647058824,16.0,1,C6,ff,22,144,84,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4915
non,89,4916,1,4245,2115,1602,640,465.81131299999987,0.294117647058824,16.0,1,E6,ff,22,144,88,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4916
nof,89,4917,1,4246,2116,,640,466.10531299999997,0,,,,,,144,84,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4917
nof,89,4918,1,4247,2116,,640,466.10531299999997,0,,,,,,144,88,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4918
nof,89,4919,1,4248,2117,,640,466.2523129999999,0,,,,,,144,62,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4919
ped,89,4920,0,4249,2117,,736,466.2523129999999,0,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,spirio_6,4920
nof,89,4921,3,4250,2118,,512,466.39931300000006,0,,,,,,144,35,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4921
non,89,4922,1,4251,2118,1603,768,466.39931300000006,1.17647058823529,4.0,0,D4,pp,8,144,62,8,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4922
non,89,4923,1,4252,2118,1603,768,466.39931300000006,1.17647058823529,4.0,0,C6,pp,8,144,84,8,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4923
non,89,4924,1,4253,2118,1603,768,466.39931300000006,1.17647058823529,4.0,0,E6,pp,8,144,88,8,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4924
non,89,4925,3,4254,2119,1604,896,466.98731300000003,0.147058823529412,32.0,1,E3,ppp,5,144,52,5,,,,,,o,,D 5995,,,3,0,cut_16,gutim_16,spirio_6,4925
ped,89,4926,0,4255,2119,,896,466.98731300000003,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,4926
nof,89,4927,3,4256,2120,,896,467.13431299999996,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4927
non,89,4928,3,4257,2120,1605,928,467.13431299999996,0.0965073529411765,32.0,0,C4,ppp+,6,144,60,6,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4928
nof,89,4929,3,4258,2121,,928,467.23131299999994,0,,,,,,144,60,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4929
non,89,4930,3,4259,2121,1606,949,467.23131299999994,0.147058823529412,32.0,1,E3,ppp+,6,144,52,6,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4930
nof,89,4931,3,4260,2122,,949,467.3783129999999,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4931
non,89,4932,3,4261,2122,1607,981,467.3783129999999,0.0965073529411765,32.0,0,C4,pp-,7,144,60,7,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4932
nof,89,4933,3,4262,2123,,981,467.4743129999999,0,,,,,,144,60,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4933
non,89,4934,3,4263,2123,1608,1002,467.4743129999999,0.101102941176471,32.0,0,Ab3,pp,8,144,56,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4934
nof,89,4935,1,4264,2124,,768,467.57631299999997,0,,,,,,144,62,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4935
nof,89,4936,1,4265,2124,,768,467.57631299999997,0,,,,,,144,84,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4936
nof,89,4937,1,4266,2124,,768,467.57631299999997,0,,,,,,144,88,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4937
non,89,4938,1,4267,2124,1609,,467.57631299999997,0.05,8.0,0,C4,p,11,144,60,11,,,,g,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4938
nof,89,4939,3,4268,2124,,1002,467.57631299999997,0,,,,,,144,56,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4939
nof,89,4940,1,4269,2125,,,467.6263129999999,0,,,,,,144,60,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4940
non,89,4941,1,4270,2126,1610,,467.651313,0.05,8.0,0,E2,p,11,144,40,11,,,,g,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4941
nof,89,4942,1,4271,2127,,,467.70131299999997,0,,,,,,144,40,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4942
non,89,4943,1,4273,2129,1611,,467.72631300000006,0.05,8.0,0,C#3,p,11,144,49,11,,,,g,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4943
ped,89,4944,,4272,2128,,,467.75131300000004,0,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4944
nof,89,4945,1,4274,2130,,,467.776313,0,,,,,,144,49,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4945
non,89,4946,1,4275,2131,1612,1024,467.8013129999999,0.0965073529411765,32.0,0,G#1,p,11,144,32,11,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4946
non,89,4947,3,4276,2131,1612,1024,467.8013129999999,2.35294117647059,2.0,0,C#1,pp,8,144,25,8,,,,,t,o,,,,,3,0,cut_16,gutim_16,spirio_6,4947
ped,89,4948,0,4277,2132,,1024,467.824313,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,4948
nof,89,4949,1,4278,2133,,1024,467.8973129999999,0,,,,,,144,32,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4949
non,89,4950,1,4279,2133,1613,1045,467.8973129999999,0.390625,8.0,0,A#3,p-,10,144,58,10,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4950
nof,89,4951,1,4280,2134,,1045,468.28831299999996,0,,,,,,144,58,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4951
non,89,4952,1,4281,2134,1614,1130,468.28831299999996,0.101102941176471,32.0,0,Db4,pp,8,144,61,8,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4952
nof,89,4953,1,4282,2135,,1130,468.3893130000001,0,,,,,,144,61,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4953
non,89,4954,1,4283,2135,1615,1152,468.3893130000001,0.0965073529411765,32.0,0,Bb4,pp,8,144,70,8,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4954
nof,89,4955,1,4284,2136,,1152,468.4853130000001,0,,,,,,144,70,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4955
non,89,4956,1,4285,2136,1616,1173,468.4853130000001,0.0965073529411765,32.0,0,C5,pp-,7,144,72,7,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4956
nof,89,4957,1,4286,2137,,1173,468.58231300000006,0,,,,,,144,72,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4957
non,89,4958,1,4287,2137,1617,1194,468.58231300000006,0.101102941176471,32.0,0,Db4,ppp+,6,144,61,6,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4958
non,89,4959,1,4288,2138,1618,1216,468.68331299999994,0.0965073529411765,32.0,0,C6,ppp+,6,144,84,6,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4959
nof,89,4960,1,4289,2139,,1194,468.77931299999995,0,,,,,,144,61,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4960
nof,89,4961,1,4290,2139,,1216,468.77931299999995,0,,,,,,144,84,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4961
non,89,4962,1,4291,2139,1619,1237,468.77931299999995,0.0505514705882353,64.0,0,Db4,ppp,5,144,61,5,,,,,,o,,,E 5995,,3,0,cut_16,gutim_16,spirio_6,4962
non,89,4963,1,4292,2140,1620,1248,468.8303129999999,0.147058823529412,32.0,1,E3,ppp,5,144,52,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4963
nof,89,4964,1,4293,2141,,1248,468.97731300000004,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4964
nof,89,4965,1,4294,2142,,1237,469.28331299999985,0,,,,,,144,61,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4965
non,89,4966,3,4296,2144,1621,1664,470.7423129999999,0.0965073529411765,32.0,0,C#1,p,11,144,25,11,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4966
ped,89,4967,,4295,2143,,,470.7673129999999,0,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4967
nof,89,4968,3,4297,2145,,1664,470.8383129999999,0,,,,,,144,25,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4968
non,89,4969,3,4298,2145,1622,1685,470.8383129999999,0.0965073529411765,32.0,0,B1,p+,12,144,35,12,,,,,t,o,,,,,3,0,cut_16,gutim_16,spirio_6,4969
nof,89,4970,3,4299,2146,,1685,472.21231299999994,0,,,,,,144,35,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4970
non,89,4971,3,4301,2148,1623,1984,472.21231299999994,0.0965073529411765,32.0,0,C#1,p+,12,144,25,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4971
ped,89,4972,,4300,2147,,,472.2373129999999,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,,4972
non,89,4973,3,4303,2150,1624,2005,472.3093129999999,0.0965073529411765,32.0,0,B1,mp,14,144,35,14,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4973
ped,89,4974,,4302,2149,,,472.3343129999999,0,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4974
ped,89,4975,,4304,2151,,,472.38031299999994,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,,4975
nof,89,4976,3,4305,2152,,2005,472.4053129999999,0,,,,,,144,35,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4976
non,89,4977,3,4306,2152,1625,2026,472.4053129999999,0.101102941176471,32.0,0,G5,mf,17,144,79,17,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4977
ped,89,4978,,4307,2153,,,472.48131300000006,0,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4978
nof,89,4979,3,4308,2154,,2026,472.50631300000003,0,,,,,,144,79,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4979
bar,90,4980,0,4309,2154,,0,472.50631300000003,0,,,,,,,,,90,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4980
sec,90,4981,0,4310,2154,,0,472.50631300000003,0,,,,,,,,,,5995,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4981
non,90,4982,2,4311,2154,1626,,472.50631300000003,0.05,8.0,0,A6,ppp,5,144,93,5,,,,g,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4982
non,90,4983,3,4312,2154,1626,,472.50631300000003,0.05,8.0,0,Eb4,pp,8,144,63,8,,,,g,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4983
nof,90,4984,2,4313,2155,,,472.556313,0,,,,,,144,93,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4984
nof,90,4985,3,4314,2155,,,472.556313,0,,,,,,144,63,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4985
non,90,4986,3,4315,2156,1627,,472.58131299999985,0.05,8.0,0,E3,p,11,144,52,11,,,,g,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4986
nof,90,4987,3,4316,2157,,,472.63131300000003,0,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4987
non,90,4988,2,4317,2158,1628,0,472.6563129999999,2.74356617647059,2.0,2,Eb5,ff,22,144,75,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4988
non,90,4989,3,4318,2158,1628,0,472.6563129999999,1.17647058823529,4.0,0,Ab2,ppp,5,144,44,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4989
non,90,4990,3,4319,2158,1628,0,472.6563129999999,1.17647058823529,4.0,0,B2,mp,14,144,47,14,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4990
non,90,4991,3,4321,2160,1628,0,472.6563129999999,1.17647058823529,4.0,0,Eb3,ppp,5,144,51,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4991
ped,90,4992,,4320,2159,,,472.6813129999999,0,,,,,,176,66,127,,,,,,,sV,,,,3,0,cut_16,gutim_16,,4992
nof,90,4993,3,4322,2161,,1984,473.4343129999999,0,,,,,,144,25,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4993
nof,90,4994,2,4323,2162,,0,473.83331300000003,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4994
nof,90,4995,3,4324,2162,,0,473.83331300000003,0,,,,,,144,44,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4995
nof,90,4996,3,4325,2162,,0,473.83331300000003,0,,,,,,144,47,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4996
nof,90,4997,3,4326,2162,,0,473.83331300000003,0,,,,,,144,51,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4997
non,90,4998,1,4327,2162,1629,256,473.83331300000003,0.588235294117647,8.0,0,Eb5,mf,17,144,75,17,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4998
ped,90,4999,0,4328,2163,,341,474.2243129999999,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,4999
non,90,5000,1,4329,2164,1630,384,474.421313,0.147058823529412,32.0,0,D4,mf,17,144,62,17,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5000
nof,90,5001,1,4330,2165,,384,474.56831299999993,0,,,,,,144,62,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5001
non,90,5002,1,4331,2165,1631,416,474.56831299999993,0.147058823529412,32.0,0,C1,mf,17,144,24,17,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5002
non,90,5003,3,4332,2166,1632,426,474.614313,0.197610294117647,16.0,0,C3,ppp,5,144,48,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5003
non,90,5004,3,4333,2167,1633,469,474.8123130000001,0.197610294117647,16.0,0,E2,ppp,5,144,40,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5004
nof,90,5005,3,4334,2168,,426,475.00931299999996,0,,,,,,144,48,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5005
nof,90,5006,3,4335,2168,,469,475.00931299999996,0,,,,,,144,40,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5006
non,90,5007,3,4336,2168,1634,512,475.00931299999996,0.0965073529411765,32.0,0,C3,ppp,5,144,48,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5007
non,90,5008,3,4337,2169,1635,533,475.10631299999994,0.0965073529411765,32.0,0,E2,ppp,5,144,40,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5008
nof,90,5009,3,4338,2170,,533,475.20231299999995,0,,,,,,144,40,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5009
nof,90,5010,1,4339,2171,,416,475.315313,0,,,,,,144,24,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5010
nof,90,5011,1,4340,2172,,256,475.40031300000004,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5011
non,90,5012,2,4341,2172,1636,597,475.40031300000004,0.390625,8.0,0,Eb5,mp,14,144,75,14,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5012
nof,90,5013,3,4342,2173,,512,475.412313,0,,,,,,144,48,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5013
nof,90,5014,2,4343,2174,,597,475.7913129999999,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5014
non,90,5015,2,4344,2174,1637,682,475.7913129999999,1.57169117647059,2.0,0,Eb5,mp,14,144,75,14,,,,,t,o,,d,,,3,0,cut_16,gutim_16,spirio_6,5015
non,90,5016,3,4345,2174,1637,682,475.7913129999999,0.395220588235294,8.0,0,Db2,mp,14,144,37,14,,,,,t,o,,D 5996,,,3,0,cut_16,gutim_16,spirio_6,5016
nof,90,5017,3,4346,2175,,682,478.53931299999994,0,,,,,,144,37,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5017
non,90,5018,1,4347,2175,1638,1280,478.53931299999994,1.76470588235294,4.0,1,B4,pp+,9,144,71,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5018
non,90,5019,3,4348,2175,1638,1280,478.53931299999994,0.390625,8.0,0,Db2,pp+,9,144,37,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5019
ped,90,5020,0,4349,2176,,1365,478.89431299999995,0,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,spirio_6,5020
nof,90,5021,2,4350,2177,,682,478.92931300000004,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5021
nof,90,5022,3,4351,2177,,1280,478.92931300000004,0,,,,,,144,37,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5022
non,90,5023,2,4352,2177,1639,1365,478.92931300000004,1.56709558823529,2.0,0,Eb5,pp,8,144,75,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5023
non,90,5024,2,4353,2177,1639,1365,478.92931300000004,2.35294117647059,2.0,0,Db6,pp,8,144,85,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5024
non,90,5025,3,4354,2177,1639,1365,478.92931300000004,1.56709558823529,2.0,0,Db2,pp,8,144,37,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5025
non,90,5026,3,4355,2177,1639,1365,478.92931300000004,2.35294117647059,2.0,0,B2,pp,8,144,47,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5026
ped,90,5027,0,4356,2178,,1415,479.1943129999999,0,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,5027
nof,90,5028,1,4357,2179,,1280,480.30331300000006,0,,,,,,144,71,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5028
non,90,5029,1,4358,2179,1640,1664,480.30331300000006,0.0965073529411765,32.0,0,Gb2,ppp+,6,144,42,6,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5029
nof,90,5030,1,4359,2180,,1664,480.40031300000004,0,,,,,,144,42,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5030
non,90,5031,1,4360,2180,1641,1685,480.40031300000004,0.0965073529411765,32.0,0,F1,ppp,5,144,29,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,5031
nof,90,5032,2,4361,2181,,1365,480.49631300000004,0,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,5032
