opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo,player_id,piano_id,src,seg_label,spirio_label,uid
non,24,715,3,715,408,272,409,109.78800000000003,0.076171875,32.0,0,A1,pp+,9,144,33,9,,,,,,o,,,,,3,0,cut_3,gutim_4,spirio_1,715
nof,24,716,1,716,409,,369,109.83799999999998,,,,,,,144,73,0,,,,,,,,,,,3,0,cut_3,gutim_4,spirio_1,716
non,24,717,1,717,409,273,426,109.83799999999998,0.251953125,16.0,1,G5,pp+,9,144,79,9,,,,,,o,,d 5970,E 5970,,3,0,cut_3,gutim_4,spirio_1,717
nof,24,718,3,718,410,,409,109.86400000000005,,,,,,,144,33,0,,,,,,,,,,,3,0,cut_3,gutim_4,spirio_1,718
non,24,719,3,719,410,274,435,109.86400000000005,0.0732421875,32.0,0,Bb1,pp+,9,144,34,9,,,,,,o,,,,,3,0,cut_3,gutim_4,spirio_1,719
nof,24,720,3,720,411,,435,109.938,,,,,,,144,34,0,,,,,,,,,,,3,0,cut_3,gutim_4,spirio_1,720
non,24,722,3,722,413,275,460,109.938,0.15234375,16.0,0,A1,pp+,9,144,33,9,,,,,,o,,,,,3,0,cut_3,gutim_4,spirio_1,722
sec,24,725,0,725,415,,460,109.938,,,,,,,,,,,5970,,,,,,,,,2,0,cut_4,gutim_5,,725
ped,24,721,,721,412,,,109.96300000000001,,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_3,gutim_4,,721
nof,24,723,1,723,414,,426,110.09000000000005,,,,,,,144,79,0,,,,,,,,,,,3,0,cut_3,gutim_4,spirio_1,723
nof,24,724,3,724,414,,460,110.09000000000005,,,,,,,144,33,0,,,,,,,,,,,3,0,cut_3,gutim_4,spirio_1,724
non,24,726,3,726,416,276,512,110.09000000000005,1.5,2.0,0,Bb2,p,11,144,46,11,,,,,,o,,,,,2,0,cut_4,gutim_5,,726
non,24,727,1,727,416,276,512,110.09000000000005,0.08203125,32.0,0,A4,p,11,144,69,11,,,,,,o,,,,,2,0,cut_4,gutim_5,,727
ped,24,728,0,728,417,,512,110.164,,,,,,,176,64,127,,,,,,,dV,,,,2,0,cut_4,gutim_5,,728
nof,24,729,1,729,418,,512,110.17200000000004,,,,,,,144,69,0,,,,,,,,,,,2,0,cut_4,gutim_5,,729
non,24,730,1,730,418,277,540,110.17200000000004,0.08203125,32.0,0,C2,p,11,144,36,11,,,,,,o,,,,,2,0,cut_4,gutim_5,,730
nof,24,731,1,731,419,,540,110.25400000000003,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,731
non,24,732,1,732,419,278,568,110.25400000000003,0.0849609375,32.0,0,F#2,p-,10,144,42,10,,,,,,o,,,,,2,0,cut_4,gutim_5,,732
nof,24,733,1,733,420,,568,110.33899999999996,,,,,,,144,42,0,,,,,,,,,,,2,0,cut_4,gutim_5,,733
non,24,734,1,734,420,279,597,110.33899999999996,0.333984375,8.0,0,E5,p-,10,144,76,10,,,,,,o,,,,,2,0,cut_4,gutim_5,,734
nof,24,735,1,735,421,,597,110.67300000000002,,,,,,,144,76,0,,,,,,,,,,,2,0,cut_4,gutim_5,,735
non,24,736,1,736,421,280,711,110.67300000000002,0.1669921875,16.0,0,G#4,pp+,9,144,68,9,,,,,t,o,,,,,2,0,cut_4,gutim_5,,736
nof,24,737,1,737,422,,711,111.00400000000003,,,,,,,144,68,0,,,,,,,,,,,2,0,cut_4,gutim_5,,737
non,24,738,1,738,422,281,824,111.00400000000003,0.1669921875,16.0,0,E5,pp-,7,144,76,7,,,,,,o,,,,,2,0,cut_4,gutim_5,,738
nof,24,739,1,739,423,,824,111.17100000000006,,,,,,,144,76,0,,,,,,,,,,,2,0,cut_4,gutim_5,,739
non,24,740,1,740,423,282,881,111.17100000000006,0.1669921875,16.0,0,G#4,ppp+,6,144,68,6,,,,,,o,,,,,2,0,cut_4,gutim_5,,740
nof,24,741,1,741,424,,881,111.33799999999998,,,,,,,144,68,0,,,,,,,,,,,2,0,cut_4,gutim_5,,741
non,24,742,1,742,424,283,938,111.33799999999998,0.1669921875,16.0,0,A4,ppp+,6,144,69,6,,,,,,o,,,,,2,0,cut_4,gutim_5,,742
nof,24,743,1,743,425,,938,111.50500000000001,,,,,,,144,69,0,,,,,,,,,,,2,0,cut_4,gutim_5,,743
non,24,745,1,745,427,284,995,111.50500000000001,0.0849609375,32.0,0,G#4,ppp,5,144,68,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,745
ped,24,744,,744,426,,,111.53000000000002,,,,,,,176,64,0,,,,,,,d^,,,,2,0,cut_4,gutim_5,,744
nof,24,746,3,746,428,,512,111.59000000000005,,,,,,,144,46,0,,,,,,,,,,,2,0,cut_4,gutim_5,,746
nof,24,747,1,747,428,,995,111.59000000000005,,,,,,,144,68,0,,,,,,,,,,,2,0,cut_4,gutim_5,,747
non,24,748,1,748,428,285,1024,111.59000000000005,0.0732421875,32.0,0,C2,ppp,5,144,36,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,748
nof,24,749,1,749,429,,1024,111.66300000000003,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,749
non,24,751,1,751,431,286,1049,111.66300000000003,0.076171875,32.0,0,A5,ppp,5,144,81,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,751
ped,24,750,,750,430,,,111.68800000000003,,,,,,,176,64,127,,,,,,,dV,,,,2,0,cut_4,gutim_5,,750
nof,24,752,1,752,432,,1049,111.73900000000005,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,752
non,24,753,1,753,432,287,1075,111.73900000000005,0.0732421875,32.0,0,E6,ppp,5,144,88,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,753
nof,24,754,1,754,433,,1075,111.813,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,754
non,24,755,1,755,433,288,1100,111.813,0.076171875,32.0,0,A5,ppp,5,144,81,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,755
nof,24,756,1,756,434,,1100,111.88900000000002,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,756
non,24,757,1,757,434,289,1126,111.88900000000002,0.076171875,32.0,0,E6,ppp,5,144,88,5,,,,,t,o,,,,,2,0,cut_4,gutim_5,,757
nof,24,758,1,758,435,,1126,112.03800000000003,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,758
non,24,759,1,759,435,290,1177,112.03800000000003,0.076171875,32.0,0,A5,ppp,5,144,81,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,759
nof,24,760,1,760,436,,1177,112.11400000000005,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,760
non,24,761,1,761,436,291,1203,112.11400000000005,0.1494140625,16.0,0,E6,ppp,5,144,88,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,761
nof,24,762,1,762,437,,1203,112.26400000000002,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,762
non,24,763,1,763,437,292,1254,112.26400000000002,0.076171875,32.0,0,F#3,ppp,5,144,54,5,,,,,,o,,d,e,,2,0,cut_4,gutim_5,,763
nof,24,764,1,764,438,,1254,112.34000000000005,,,,,,,144,54,0,,,,,,,,,,,2,0,cut_4,gutim_5,,764
non,24,765,1,765,438,293,1280,112.34000000000005,0.0732421875,32.0,0,C2,ppp,5,144,36,5,,,,,,o,,d,e,,2,0,cut_4,gutim_5,,765
nof,24,766,1,766,439,,1280,112.41300000000003,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,766
non,24,767,1,767,439,294,1305,112.41300000000003,0.076171875,32.0,0,A5,ppp,5,144,81,5,,,,,,o,,d,e,,2,0,cut_4,gutim_5,,767
nof,24,768,1,768,440,,1305,112.48900000000005,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,768
non,24,769,1,769,440,295,1331,112.48900000000005,0.0732421875,32.0,0,E6,ppp,5,144,88,5,,,,,,o,,d,e,,2,0,cut_4,gutim_5,,769
nof,24,770,1,770,441,,1331,112.563,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,770
non,24,771,1,771,441,296,1356,112.563,0.076171875,32.0,0,F#3,ppp,5,144,54,5,,,,,,o,,d,e,,2,0,cut_4,gutim_5,,771
nof,24,772,1,772,442,,1356,112.63900000000002,,,,,,,144,54,0,,,,,,,,,,,2,0,cut_4,gutim_5,,772
non,24,773,1,773,442,297,1382,112.63900000000002,0.076171875,32.0,0,G#5,ppp,5,144,80,5,,,,,t,o,,d 5971,E,,2,0,cut_4,gutim_5,,773
nof,24,774,1,774,443,,1382,112.78800000000003,,,,,,,144,80,0,,,,,,,,,,,2,0,cut_4,gutim_5,,774
non,24,775,1,775,443,298,1433,112.78800000000003,0.076171875,32.0,0,A5,ppp,5,144,81,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,775
nof,24,776,1,776,444,,1433,112.86400000000005,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,776
non,24,777,1,777,444,299,1459,112.86400000000005,0.0732421875,32.0,0,F#3,ppp,5,144,54,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,777
nof,24,778,1,778,445,,1459,112.938,,,,,,,144,54,0,,,,,,,,,,,2,0,cut_4,gutim_5,,778
non,24,779,1,779,445,300,1484,112.938,0.15234375,16.0,0,A4,ppp,5,144,69,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,779
nof,24,780,1,780,446,,1484,113.09000000000005,,,,,,,144,69,0,,,,,,,,,,,2,0,cut_4,gutim_5,,780
bar,25,781,0,781,446,,0,113.09000000000005,,,,,,,,,,25,,,,,,,,,,2,0,cut_4,gutim_5,,781
non,25,782,1,782,446,301,0,113.09000000000005,1.5,2.0,0,C2,ppp,5,144,36,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,782
non,25,783,3,783,446,301,0,113.09000000000005,1.5,2.0,0,Bb2,p,11,144,46,11,,,,,,o,,,,,2,0,cut_4,gutim_5,,783
ped,25,784,0,784,447,,512,114.47100000000002,,,,,,,176,64,0,,,,,,,d^,,,,2,0,cut_4,gutim_5,,784
nof,25,785,1,785,448,,0,114.59000000000005,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,785
nof,25,786,3,786,448,,0,114.59000000000005,,,,,,,144,46,0,,,,,,,,,,,2,0,cut_4,gutim_5,,786
non,25,788,3,788,450,302,512,114.59000000000005,0.0615234375,32.0,0,C2,f,20,144,36,20,,,,,,o,,,,,2,0,cut_4,gutim_5,,788
ped,25,787,,787,449,,,114.61500000000005,,,,,,,176,64,127,,,,,,,dV,,,,2,0,cut_4,gutim_5,,787
nof,25,789,3,789,451,,512,114.65099999999997,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,789
non,25,790,3,790,451,303,533,114.65099999999997,0.0615234375,32.0,0,A5,f-,19,144,81,19,,,,,,o,,,,,2,0,cut_4,gutim_5,,790
nof,25,791,3,791,452,,533,114.71299999999998,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,791
non,25,792,3,792,452,304,554,114.71299999999998,0.064453125,32.0,0,E6,f-,19,144,88,19,,,,,,o,,,,,2,0,cut_4,gutim_5,,792
nof,25,793,3,793,453,,554,114.77700000000006,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,793
non,25,794,3,794,453,305,576,114.77700000000006,0.09375,32.0,1,C1,mf+,18,144,24,18,,,,,,o,,,,,2,0,cut_4,gutim_5,,794
nof,25,795,3,795,454,,576,114.871,,,,,,,144,24,0,,,,,,,,,,,2,0,cut_4,gutim_5,,795
non,25,796,3,796,454,306,608,114.871,0.09375,32.0,1,E6,mf+,18,144,88,18,,,,,,o,,,,,2,0,cut_4,gutim_5,,796
nof,25,797,3,797,455,,608,114.96500000000005,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,797
non,25,798,3,798,455,307,640,114.96500000000005,0.0615234375,32.0,0,C3,mf,17,144,48,17,,,,,,o,,,,,2,0,cut_4,gutim_5,,798
nof,25,799,3,799,456,,640,115.02599999999997,,,,,,,144,48,0,,,,,,,,,,,2,0,cut_4,gutim_5,,799
non,25,800,3,800,456,308,661,115.02599999999997,0.0615234375,32.0,0,A5,mf-,16,144,81,16,,,,,,o,,,,,2,0,cut_4,gutim_5,,800
nof,25,801,3,801,457,,661,115.08799999999998,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,801
non,25,802,3,802,457,309,682,115.08799999999998,0.064453125,32.0,0,E6,mf-,16,144,88,16,,,,,,o,,,,,2,0,cut_4,gutim_5,,802
nof,25,803,3,803,458,,682,115.15200000000006,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,803
non,25,804,3,804,458,310,704,115.15200000000006,0.09375,32.0,1,C2,mp+,15,144,36,15,,,,,,o,,,,,2,0,cut_4,gutim_5,,804
nof,25,805,3,805,459,,704,115.246,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,805
non,25,806,3,806,459,311,736,115.246,0.09375,32.0,1,E6,mp,14,144,88,14,,,,,,o,,,,,2,0,cut_4,gutim_5,,806
nof,25,807,3,807,460,,736,115.34000000000005,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,807
non,25,808,3,808,460,312,768,115.34000000000005,0.0615234375,32.0,0,F#3,mp-,13,144,54,13,,,,,,o,,,e,,2,0,cut_4,gutim_5,,808
nof,25,809,3,809,461,,768,115.40099999999997,,,,,,,144,54,0,,,,,,,,,,,2,0,cut_4,gutim_5,,809
non,25,810,3,810,461,313,789,115.40099999999997,0.0615234375,32.0,0,G#5,mp-,13,144,80,13,,,,,,o,,,e,,2,0,cut_4,gutim_5,,810
nof,25,811,3,811,462,,789,115.46299999999998,,,,,,,144,80,0,,,,,,,,,,,2,0,cut_4,gutim_5,,811
non,25,812,3,812,462,314,810,115.46299999999998,0.064453125,32.0,0,A5,p+,12,144,81,12,,,,,,o,,,e,,2,0,cut_4,gutim_5,,812
nof,25,813,3,813,463,,810,115.52700000000006,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,813
non,25,814,3,814,463,315,832,115.52700000000006,0.0615234375,32.0,0,F#3,p+,12,144,54,12,,,,,,o,,,e,,2,0,cut_4,gutim_5,,814
nof,25,815,3,815,464,,832,115.58899999999996,,,,,,,144,54,0,,,,,,,,,,,2,0,cut_4,gutim_5,,815
non,25,816,3,816,464,316,853,115.58899999999996,0.0615234375,32.0,0,E6,p,11,144,88,11,,,,,,o,,,e,,2,0,cut_4,gutim_5,,816
nof,25,817,3,817,465,,853,115.64999999999999,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,817
non,25,818,3,818,465,317,874,115.64999999999999,0.064453125,32.0,0,G#5,p,11,144,80,11,,,,,,o,,,e,,2,0,cut_4,gutim_5,,818
nof,25,819,3,819,466,,874,115.71500000000005,,,,,,,144,80,0,,,,,,,,,,,2,0,cut_4,gutim_5,,819
non,25,820,3,820,466,318,896,115.71500000000005,0.0615234375,32.0,0,C3,p-,10,144,48,10,,,,,,o,,,e,,2,0,cut_4,gutim_5,,820
nof,25,821,3,821,467,,896,115.77599999999997,,,,,,,144,48,0,,,,,,,,,,,2,0,cut_4,gutim_5,,821
non,25,822,3,822,467,319,917,115.77599999999997,0.0615234375,32.0,0,E6,p-,10,144,88,10,,,,,,o,,,e,,2,0,cut_4,gutim_5,,822
nof,25,823,3,823,468,,917,115.83799999999998,,,,,,,144,88,0,,,,,,,,,,,2,0,cut_4,gutim_5,,823
non,25,824,3,824,468,320,938,115.83799999999998,0.064453125,32.0,0,F#3,pp+,9,144,54,9,,,,,,o,,,e,,2,0,cut_4,gutim_5,,824
nof,25,825,3,825,469,,938,115.90200000000006,,,,,,,144,54,0,,,,,,,,,,,2,0,cut_4,gutim_5,,825
non,25,826,3,826,469,321,960,115.90200000000006,0.0615234375,32.0,0,G#5,pp+,9,144,80,9,,,,,,o,,,e,,2,0,cut_4,gutim_5,,826
nof,25,827,3,827,470,,960,115.96399999999996,,,,,,,144,80,0,,,,,,,,,,,2,0,cut_4,gutim_5,,827
non,25,828,3,828,470,322,981,115.96399999999996,0.0615234375,32.0,0,A5,pp,8,144,81,8,,,,,,o,,,e,,2,0,cut_4,gutim_5,,828
nof,25,829,3,829,471,,981,116.02499999999999,,,,,,,144,81,0,,,,,,,,,,,2,0,cut_4,gutim_5,,829
non,25,831,3,831,473,323,1002,116.02499999999999,0.064453125,32.0,0,A6,pp,8,144,93,8,,,,,,o,,,E 5971,,2,0,cut_4,gutim_5,,831
ped,25,830,,830,472,,,116.05,,,,,,,176,64,0,,,,,,,d^,,,,2,0,cut_4,gutim_5,,830
nof,25,832,3,832,474,,1002,116.09000000000005,,,,,,,144,93,0,,,,,,,,,,,2,0,cut_4,gutim_5,,832
sec,25,833,0,833,475,,1024,116.10699999999999,,,,,,,,,,,5971,,,,,,,,,2,0,cut_4,gutim_5,,833
non,25,834,1,834,475,324,1024,116.10699999999999,1.9047619047619,2.0,0,Eb5,mp,14,144,75,14,,,,,t,o,,d,,,2,0,cut_4,gutim_5,,834
non,25,835,2,835,475,324,1024,116.10699999999999,0.379464285714286,8.0,0,D3,pp,8,144,50,8,,,,,,o,,d,,,2,0,cut_4,gutim_5,,835
non,25,836,2,836,475,324,1024,116.10699999999999,0.476190476190476,8.0,0,E4,pp,8,144,64,8,,,,,,o,,d,,,2,0,cut_4,gutim_5,,836
non,25,837,3,837,475,324,1024,116.10699999999999,1.9047619047619,2.0,0,Bb2,p,11,144,46,11,,,,,t,o,,d,,,2,0,cut_4,gutim_5,,837
non,25,838,4,838,475,324,1024,116.10699999999999,1.9047619047619,2.0,0,C2,mf,17,144,36,17,,,,,t,o,,d,,,2,0,cut_4,gutim_5,,838
ped,25,839,0,839,476,,1024,116.18600000000005,,,,,,,176,64,127,,,,,,,dV,,,,2,0,cut_4,gutim_5,,839
nof,25,840,2,840,477,,1024,116.48699999999998,,,,,,,144,50,0,,,,,,,,,,,2,0,cut_4,gutim_5,,840
nof,25,841,2,841,477,,1024,116.48699999999998,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,841
non,25,842,2,842,477,325,1126,116.48699999999998,0.572916666666667,8.0,1,E4,pp+,9,144,64,9,,,,,,o,,,,,2,0,cut_4,gutim_5,,842
non,25,843,2,843,477,325,1126,116.48699999999998,0.476190476190476,8.0,1,F5,pp+,9,144,77,9,,,,,,o,,,,,2,0,cut_4,gutim_5,,843
nof,25,844,2,844,478,,1126,116.96299999999998,,,,,,,144,77,0,,,,,,,,,,,2,0,cut_4,gutim_5,,844
nof,25,845,2,845,479,,1126,117.05999999999996,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,845
non,25,846,2,846,479,326,1280,117.05999999999996,0.952380952380952,4.0,0,D3,p,11,144,50,11,,,,,t,o,,,,,2,0,cut_4,gutim_5,,846
non,25,847,2,847,479,326,1280,117.05999999999996,0.952380952380952,4.0,0,E4,p,11,144,64,11,,,,,t,o,,,,,2,0,cut_4,gutim_5,,847
bar,26,848,0,848,480,,0,118.01199999999996,,,,,,,,,,26,,,,,,,,,,2,0,cut_4,gutim_5,,848
nof,26,849,2,849,481,,1280,118.20200000000001,,,,,,,144,50,0,,,,,,,,,,,2,0,cut_4,gutim_5,,849
non,26,850,2,850,481,327,51,118.20200000000001,0.76264880952381,4.0,0,D3,mp+,15,144,50,15,,,,,,o,,,,,2,0,cut_4,gutim_5,,850
non,26,851,2,851,481,327,51,118.20200000000001,0.952380952380952,4.0,0,E4,mp+,15,144,64,15,,,,,,o,,,,,2,0,cut_4,gutim_5,,851
non,26,852,2,852,481,327,51,118.20200000000001,0.952380952380952,4.0,0,F5,mp+,15,144,77,15,,,,,,o,,,,,2,0,cut_4,gutim_5,,852
nof,26,853,2,853,482,,1280,118.25000000000001,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,853
nof,26,854,1,854,483,,1024,118.96399999999996,,,,,,,144,75,0,,,,,,,,,,,2,0,cut_4,gutim_5,,854
nof,26,855,3,855,483,,1024,118.96399999999996,,,,,,,144,46,0,,,,,,,,,,,2,0,cut_4,gutim_5,,855
nof,26,856,4,856,483,,1024,118.96399999999996,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,856
nof,26,857,2,857,483,,51,118.96399999999996,,,,,,,144,50,0,,,,,,,,,,,2,0,cut_4,gutim_5,,857
nof,26,858,2,858,483,,51,118.96399999999996,,,,,,,144,77,0,,,,,,,,,,,2,0,cut_4,gutim_5,,858
non,26,859,1,859,483,328,256,118.96399999999996,2.85714285714286,2.0,1,Eb5,mf,17,144,75,17,,,,,,o,,d,,,2,0,cut_4,gutim_5,,859
non,26,860,2,860,483,328,256,118.96399999999996,2.85714285714286,2.0,1,D3,mf,17,144,50,17,,,,,,o,,d,,,2,0,cut_4,gutim_5,,860
non,26,861,2,861,483,328,256,118.96399999999996,1.9047619047619,2.0,1,E4,mf,17,144,64,17,,,,,,o,,d,,,2,0,cut_4,gutim_5,,861
non,26,862,2,862,483,328,256,118.96399999999996,1.9047619047619,2.0,1,F5,mf,17,144,77,17,,,,,,o,,d,,,2,0,cut_4,gutim_5,,862
non,26,863,3,863,483,328,256,118.96399999999996,2.85714285714286,2.0,1,Bb2,pp,8,144,46,8,,,,,,o,,d,,,2,0,cut_4,gutim_5,,863
non,26,864,4,864,483,328,256,118.96399999999996,2.85714285714286,2.0,1,C2,pp,8,144,36,8,,,,,,o,,d,,,2,0,cut_4,gutim_5,,864
nof,26,865,2,865,484,,256,120.86900000000004,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,865
nof,26,866,2,866,484,,256,120.86900000000004,,,,,,,144,77,0,,,,,,,,,,,2,0,cut_4,gutim_5,,866
nof,26,867,1,867,485,,256,121.82200000000002,,,,,,,144,75,0,,,,,,,,,,,2,0,cut_4,gutim_5,,867
nof,26,868,2,868,485,,256,121.82200000000002,,,,,,,144,50,0,,,,,,,,,,,2,0,cut_4,gutim_5,,868
nof,26,869,3,869,485,,256,121.82200000000002,,,,,,,144,46,0,,,,,,,,,,,2,0,cut_4,gutim_5,,869
nof,26,870,4,870,485,,256,121.82200000000002,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,870
ped,26,871,0,871,485,,1024,121.82200000000002,,,,,,,176,64,0,,,,,,,d^,,,,2,0,cut_4,gutim_5,,871
non,26,872,1,872,485,329,1024,121.82200000000002,0.238095238095238,16.0,0,Eb5,mp,14,144,75,14,,,,,,o,,d,,,2,0,cut_4,gutim_5,,872
non,26,873,2,873,485,329,1024,121.82200000000002,0.238095238095238,16.0,0,D3,mp,14,144,50,14,,,,,,o,,d,,,2,0,cut_4,gutim_5,,873
non,26,874,2,874,485,329,1024,121.82200000000002,0.238095238095238,16.0,0,E4,mp,14,144,64,14,,,,,,o,,d,,,2,0,cut_4,gutim_5,,874
non,26,875,2,875,485,329,1024,121.82200000000002,0.238095238095238,16.0,0,F5,mp,14,144,77,14,,,,,,o,,d,,,2,0,cut_4,gutim_5,,875
non,26,876,3,876,485,329,1024,121.82200000000002,0.238095238095238,16.0,0,Bb2,mp,14,144,46,14,,,,,,o,,d,,,2,0,cut_4,gutim_5,,876
non,26,877,4,877,485,329,1024,121.82200000000002,0.238095238095238,16.0,0,C2,mp,14,144,36,14,,,,,,o,,d,,,2,0,cut_4,gutim_5,,877
nof,26,878,1,878,486,,1024,122.05999999999996,,,,,,,144,75,0,,,,,,,,,,,2,0,cut_4,gutim_5,,878
nof,26,879,2,879,486,,1024,122.05999999999996,,,,,,,144,50,0,,,,,,,,,,,2,0,cut_4,gutim_5,,879
nof,26,880,2,880,486,,1024,122.05999999999996,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,880
nof,26,881,2,881,486,,1024,122.05999999999996,,,,,,,144,77,0,,,,,,,,,,,2,0,cut_4,gutim_5,,881
nof,26,882,3,882,486,,1024,122.05999999999996,,,,,,,144,46,0,,,,,,,,,,,2,0,cut_4,gutim_5,,882
nof,26,883,4,883,486,,1024,122.05999999999996,,,,,,,144,36,0,,,,,,,,,,,2,0,cut_4,gutim_5,,883
ped,26,884,0,884,487,,1152,122.29800000000002,,,,,,,176,64,127,,,,,,,dV,,,,2,0,cut_4,gutim_5,,884
bar,27,885,0,885,488,,0,123.72600000000001,,,,,,,,,,27,,,,,,,,,,2,0,cut_4,gutim_5,,885
non,27,886,1,886,489,330,170,124.35900000000005,0.319940476190476,8.0,0,E4,pp,8,144,64,8,,,,,,o,,D 5972,,,2,0,cut_4,gutim_5,,886
nof,27,887,1,887,490,,170,124.67899999999999,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,887
non,27,888,1,888,490,331,256,124.67899999999999,0.316220238095238,8.0,0,C6,p,11,144,84,11,,,,,,o,,,,,2,0,cut_4,gutim_5,,888
nof,27,889,1,889,491,,256,124.99500000000002,,,,,,,144,84,0,,,,,,,,,,,2,0,cut_4,gutim_5,,889
non,27,890,1,890,491,332,341,124.99500000000002,0.636160714285714,4.0,0,Ab3,mp,14,144,56,14,,,,,t,o,,,,,2,0,cut_4,gutim_5,,890
non,27,891,1,891,491,332,341,124.99500000000002,0.952380952380952,4.0,0,E4,mp,14,144,64,14,,,,,t,o,,,,,2,0,cut_4,gutim_5,,891
non,27,892,1,892,491,332,341,124.99500000000002,0.952380952380952,4.0,0,C6,mp,14,144,84,14,,,,,t,o,,,,,2,0,cut_4,gutim_5,,892
non,27,893,1,893,492,333,597,125.94700000000002,0.636160714285714,4.0,0,Ab3,ppp,5,144,56,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,893
non,27,894,1,894,492,333,597,125.94700000000002,0.952380952380952,4.0,0,E4,ppp,5,144,64,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,894
non,27,895,1,895,492,333,597,125.94700000000002,0.952380952380952,4.0,0,C6,ppp,5,144,84,5,,,,,,o,,,,,2,0,cut_4,gutim_5,,895
nof,27,896,1,896,492,,341,125.94700000000002,,,,,,,144,56,0,,,,,,,,,,,2,0,cut_4,gutim_5,,896
nof,27,897,1,897,493,,341,126.42300000000002,,,,,,,144,64,0,,,,,,,,,,,2,0,cut_4,gutim_5,,897
nof,27,898,1,898,493,,341,126.42300000000002,,,,,,,144,84,0,,,,,,,,,,,2,0,cut_4,gutim_5,,898
non,27,899,1,899,494,334,768,126.58299999999998,0.569196428571429,8.0,1,D3,pp,8,144,50,8,,,,,,o,,,,,2,0,cut_4,gutim_5,,899
nof,27,900,1,900,495,,768,127.15300000000003,,,,,,,144,50,0,,,,,,,,,,,2,0,cut_4,gutim_5,,900
non,27,901,1,901,495,335,921,127.15300000000003,0.383184523809524,8.0,0,F5,p,11,144,77,11,,,,,,o,,,,,2,0,cut_4,gutim_5,,901
nof,27,902,1,902,496,,921,127.53599999999996,,,,,,,144,77,0,,,,,,,,,,,2,0,cut_4,gutim_5,,902
non,27,903,1,903,496,336,1024,127.53599999999996,1.9047619047619,2.0,0,D3,mp,14,144,50,14,,,,,,o,,,,,2,0,cut_4,gutim_5,,903
non,27,904,1,904,496,336,1024,127.53599999999996,1.9047619047619,2.0,0,A4,mp,14,144,69,14,,,,,,o,,,,,2,0,cut_4,gutim_5,,904
non,27,905,1,905,496,336,1024,127.53599999999996,1.9047619047619,2.0,0,F5,mp,14,144,77,14,,,,,,o,,,,,2,0,cut_4,gutim_5,,905
